User_ID,Product_ID,Interaction_Type,Rating
9764,3279,add_to_cart,
8134,398,add_to_cart,
1639,1979,view,
1356,2440,purchase,1.0
2401,2907,purchase,4.0
1160,2908,purchase,3.0
2219,4957,purchase,2.0
8869,3099,view,
8811,1790,purchase,4.0
3326,3426,purchase,1.0
3469,2131,purchase,5.0
9482,3561,add_to_cart,
8351,3898,purchase,4.0
1814,651,add_to_cart,
3960,3885,purchase,1.0
5363,1165,add_to_cart,
3414,141,add_to_cart,
1170,2356,view,
7867,2333,add_to_cart,
8187,2151,purchase,5.0
3392,2452,purchase,2.0
3187,1045,add_to_cart,
6700,4756,add_to_cart,
6627,659,purchase,3.0
7729,108,add_to_cart,
3732,2564,purchase,2.0
8286,3374,view,
6061,2953,add_to_cart,
6087,2236,purchase,1.0
2824,3271,view,
3842,3069,view,
2831,60,view,
3718,3016,purchase,5.0
4485,1043,purchase,4.0
125,1922,view,
3230,443,purchase,2.0
9558,2895,add_to_cart,
7192,1804,purchase,4.0
6071,481,view,
9199,3193,purchase,2.0
831,3966,add_to_cart,
3466,190,add_to_cart,
3865,3760,view,
1063,4374,purchase,5.0
2240,2035,view,
6015,4874,purchase,3.0
6456,3910,purchase,5.0
4147,4955,add_to_cart,
1569,3126,add_to_cart,
7814,4950,view,
7333,3526,add_to_cart,
9268,2081,purchase,3.0
456,1826,add_to_cart,
8187,518,view,
4839,4485,view,
7243,789,view,
1227,2916,add_to_cart,
6503,2473,add_to_cart,
4595,3544,add_to_cart,
9722,2925,add_to_cart,
5114,4647,purchase,3.0
3264,4855,view,
4235,201,view,
2812,335,add_to_cart,
1066,3382,purchase,5.0
5892,1394,purchase,1.0
9741,3404,view,
3727,2774,add_to_cart,
4205,2572,purchase,1.0
308,1836,view,
8252,4622,view,
83,4904,purchase,5.0
3536,2480,purchase,3.0
3291,3686,purchase,5.0
1060,81,purchase,4.0
9293,3620,purchase,4.0
8996,3686,add_to_cart,
6903,1198,view,
2609,4486,view,
4712,4908,view,
74,4106,view,
8559,4951,purchase,3.0
979,4616,add_to_cart,
6929,2926,purchase,1.0
8444,4029,purchase,3.0
305,2883,add_to_cart,
6388,3755,purchase,3.0
618,3530,view,
2685,2906,add_to_cart,
2230,1478,purchase,1.0
2338,146,purchase,3.0
5469,4728,view,
4491,4391,view,
624,728,view,
6216,4361,purchase,3.0
3607,4034,purchase,3.0
9246,1875,purchase,5.0
470,985,view,
9847,546,add_to_cart,
1186,3122,view,
748,3631,view,
839,4987,purchase,5.0
313,1181,purchase,5.0
6342,126,add_to_cart,
1345,209,view,
1888,1779,add_to_cart,
9042,3404,purchase,1.0
1598,3931,add_to_cart,
6893,4996,view,
602,1310,add_to_cart,
1838,689,add_to_cart,
5572,4776,purchase,3.0
4517,3682,view,
4115,692,add_to_cart,
1199,2015,purchase,1.0
399,1596,view,
3777,4556,add_to_cart,
3616,3919,view,
9290,4649,view,
2940,1220,purchase,3.0
7525,194,add_to_cart,
815,2707,view,
3901,4172,purchase,5.0
5539,655,add_to_cart,
7913,601,purchase,5.0
9108,1279,add_to_cart,
2092,1945,add_to_cart,
447,2630,add_to_cart,
9440,855,purchase,5.0
2959,3540,view,
1876,3771,view,
4375,4159,view,
2993,4734,view,
509,828,purchase,3.0
5073,732,purchase,5.0
9807,3202,add_to_cart,
8790,2363,purchase,2.0
3971,2127,add_to_cart,
2006,901,add_to_cart,
1036,1039,view,
5478,588,add_to_cart,
7553,699,view,
6651,142,view,
6099,2079,add_to_cart,
3553,207,add_to_cart,
7610,459,add_to_cart,
7939,2080,add_to_cart,
9925,1067,purchase,4.0
371,675,purchase,3.0
5137,260,view,
6475,4633,add_to_cart,
2302,3374,add_to_cart,
6111,2243,purchase,3.0
8169,551,purchase,5.0
9904,4277,view,
8726,4160,purchase,5.0
5070,305,purchase,4.0
1023,45,purchase,3.0
7395,670,purchase,5.0
1909,3875,add_to_cart,
6293,1031,purchase,1.0
315,3299,view,
3437,1014,view,
4240,2909,add_to_cart,
7670,3454,add_to_cart,
2516,1416,purchase,1.0
3298,2977,purchase,5.0
922,1066,add_to_cart,
3847,2916,view,
5657,389,view,
4234,3651,view,
9569,3259,view,
8207,2655,view,
6583,3234,add_to_cart,
2508,808,purchase,1.0
9158,1862,view,
7763,3456,view,
4204,1049,view,
9051,1439,view,
6777,1031,add_to_cart,
3137,2192,view,
4622,969,purchase,3.0
7764,3695,view,
6192,3532,purchase,3.0
1753,1326,view,
9141,3980,purchase,5.0
7748,2233,view,
5371,3926,add_to_cart,
4171,134,add_to_cart,
4226,3504,purchase,2.0
9353,1101,add_to_cart,
8668,4549,purchase,3.0
2764,1993,add_to_cart,
2389,1158,add_to_cart,
6526,978,view,
9683,1280,purchase,4.0
22,1479,purchase,5.0
9568,2711,purchase,4.0
2275,4267,add_to_cart,
1599,3703,purchase,2.0
3964,3293,add_to_cart,
1508,3736,purchase,5.0
4223,2665,view,
8279,1707,add_to_cart,
7166,580,view,
7922,1904,purchase,1.0
5774,2841,view,
2314,886,view,
6436,4119,purchase,3.0
8489,1843,add_to_cart,
2043,3672,purchase,5.0
3759,1897,view,
3725,1739,view,
8934,3423,purchase,3.0
3559,2804,purchase,2.0
8985,3191,view,
3270,4625,view,
9364,1871,view,
3504,3893,purchase,1.0
144,355,purchase,3.0
9796,3127,add_to_cart,
1260,4350,view,
6646,4017,view,
4108,4825,purchase,2.0
333,1828,view,
9889,216,view,
5354,636,add_to_cart,
1053,1998,view,
7036,4508,add_to_cart,
1719,71,view,
1610,1302,add_to_cart,
6619,1871,add_to_cart,
8274,999,view,
5992,158,add_to_cart,
6746,2869,purchase,4.0
7667,537,add_to_cart,
9563,3164,add_to_cart,
5495,2859,purchase,5.0
9877,1447,add_to_cart,
4563,3963,view,
7744,267,view,
9214,1039,view,
3685,108,add_to_cart,
9097,3386,view,
1503,1088,view,
3646,2168,add_to_cart,
2402,4323,add_to_cart,
2188,4647,purchase,3.0
9432,810,add_to_cart,
5369,2,view,
3012,4734,add_to_cart,
9570,4734,add_to_cart,
3822,4290,purchase,1.0
4161,4710,view,
5886,133,add_to_cart,
1714,3579,view,
5891,2504,add_to_cart,
4221,3625,add_to_cart,
3387,2898,add_to_cart,
1529,2643,view,
3880,2540,view,
4011,2841,add_to_cart,
5189,3197,view,
6687,3756,purchase,3.0
2354,886,add_to_cart,
2682,3572,view,
6166,1871,add_to_cart,
8891,852,add_to_cart,
4652,3374,add_to_cart,
8878,748,view,
7546,3419,add_to_cart,
5923,3211,view,
5896,1745,purchase,5.0
5981,3864,add_to_cart,
3517,2560,view,
989,2449,add_to_cart,
8006,2897,purchase,2.0
8253,459,purchase,1.0
537,746,add_to_cart,
1424,3992,purchase,4.0
8670,3755,view,
6690,623,view,
1834,1910,view,
926,649,purchase,2.0
7091,654,add_to_cart,
6101,1824,view,
3412,564,view,
53,3737,purchase,3.0
3818,923,purchase,4.0
2707,3018,add_to_cart,
4865,3254,add_to_cart,
8744,2964,view,
2262,2185,view,
4386,997,purchase,4.0
6203,4849,view,
6341,394,purchase,3.0
4045,866,view,
2226,1226,view,
6789,4566,view,
5889,2572,purchase,1.0
4903,4680,purchase,2.0
8001,3267,view,
9085,4813,add_to_cart,
2785,4848,purchase,3.0
3796,4399,view,
7574,3288,purchase,3.0
3541,2662,view,
7755,2293,add_to_cart,
4256,1533,add_to_cart,
2780,1961,view,
2976,3256,purchase,4.0
6522,3287,purchase,5.0
8660,2419,view,
4688,911,view,
5913,1257,view,
8845,1989,purchase,4.0
9281,1082,purchase,1.0
7622,854,view,
8585,2567,view,
3952,1328,add_to_cart,
8152,3226,purchase,2.0
4914,1966,add_to_cart,
1678,3763,purchase,1.0
9306,1689,add_to_cart,
8360,473,view,
6344,549,purchase,5.0
6907,854,purchase,1.0
5531,231,add_to_cart,
9237,96,purchase,4.0
6349,3059,purchase,5.0
2020,1720,add_to_cart,
8899,4590,add_to_cart,
5044,2514,add_to_cart,
6162,1672,add_to_cart,
2718,516,view,
9001,3545,purchase,4.0
1835,2746,add_to_cart,
8218,4652,view,
2581,3452,purchase,2.0
6509,1900,add_to_cart,
8755,1023,add_to_cart,
2247,2992,purchase,2.0
8992,2470,view,
3721,4518,view,
692,3592,view,
4687,3183,view,
7639,1067,add_to_cart,
7461,1287,purchase,4.0
6432,528,purchase,2.0
9493,2523,add_to_cart,
843,2505,view,
5421,2212,view,
4468,4437,purchase,5.0
789,3452,purchase,5.0
4039,1856,add_to_cart,
5540,4631,add_to_cart,
4896,380,purchase,4.0
4372,319,add_to_cart,
8431,4020,add_to_cart,
5535,4847,add_to_cart,
4493,2340,add_to_cart,
5765,4010,purchase,2.0
6014,4102,purchase,3.0
2808,4884,purchase,2.0
2647,1355,add_to_cart,
535,3383,purchase,1.0
3759,3565,add_to_cart,
5850,3287,view,
7560,597,view,
1799,1956,purchase,5.0
636,2165,add_to_cart,
7365,2565,purchase,4.0
2845,3449,view,
5522,4219,view,
4168,814,view,
8014,891,view,
944,3211,purchase,1.0
1423,1605,purchase,5.0
6981,388,view,
4109,3115,purchase,2.0
5549,4298,purchase,5.0
9526,3631,view,
4352,1223,view,
8765,1721,view,
4825,3935,purchase,2.0
8910,1667,add_to_cart,
9272,2881,purchase,1.0
4765,4619,view,
1686,4192,view,
4400,4424,add_to_cart,
9106,2703,view,
9930,4252,view,
2050,106,purchase,4.0
1472,4945,view,
2520,2400,add_to_cart,
6206,2080,add_to_cart,
4603,1373,purchase,4.0
5650,619,view,
9727,878,purchase,5.0
4997,3314,purchase,1.0
4925,2170,purchase,4.0
1052,3576,add_to_cart,
9962,857,add_to_cart,
4567,4497,view,
899,4155,view,
904,2278,view,
715,1763,view,
3458,1543,view,
8316,3230,purchase,4.0
9808,2247,view,
4493,808,add_to_cart,
9615,1850,view,
4571,3291,purchase,3.0
9069,1226,view,
8126,3435,purchase,3.0
5779,878,purchase,3.0
1220,2934,view,
1805,884,view,
5811,2450,view,
2044,767,view,
4677,2021,add_to_cart,
3148,561,view,
2903,4353,view,
8171,726,add_to_cart,
389,867,purchase,4.0
339,2920,view,
5845,610,view,
5697,480,add_to_cart,
883,3094,add_to_cart,
6646,1610,add_to_cart,
3918,3406,view,
9202,4796,add_to_cart,
2443,2353,view,
400,834,purchase,2.0
5169,3116,add_to_cart,
7303,3056,view,
9315,1197,purchase,2.0
32,3131,view,
5189,1803,purchase,4.0
1944,2748,add_to_cart,
1060,3578,add_to_cart,
4098,4453,view,
6724,4853,view,
3654,1113,add_to_cart,
417,3857,purchase,5.0
3042,2013,purchase,2.0
5343,4816,view,
388,2974,purchase,1.0
867,4944,purchase,2.0
3334,3560,purchase,5.0
9450,1832,view,
3743,3700,view,
9316,4173,purchase,2.0
6136,3890,add_to_cart,
8530,1647,purchase,4.0
2575,4012,add_to_cart,
8841,4919,purchase,1.0
8073,4975,add_to_cart,
944,3359,purchase,1.0
538,4332,view,
3299,3496,add_to_cart,
5189,3416,add_to_cart,
5048,22,add_to_cart,
9974,2898,add_to_cart,
3915,2604,add_to_cart,
279,2227,view,
6336,4190,view,
4991,807,purchase,5.0
5209,4704,view,
5679,869,view,
5746,1217,view,
3943,2854,view,
6906,962,purchase,3.0
5322,343,view,
8691,1835,add_to_cart,
7546,2166,add_to_cart,
6866,2611,add_to_cart,
6294,848,view,
3367,3016,add_to_cart,
274,430,view,
4596,3224,view,
2399,4938,view,
2707,2968,view,
4892,2793,view,
6171,1791,add_to_cart,
4911,87,purchase,5.0
1314,504,purchase,1.0
9968,3264,purchase,2.0
4463,3780,purchase,5.0
6529,744,add_to_cart,
3023,3557,add_to_cart,
9120,1471,view,
9131,4089,purchase,4.0
3117,898,purchase,5.0
5198,3854,add_to_cart,
8589,3905,add_to_cart,
1394,3993,view,
7486,3361,purchase,1.0
6692,1641,add_to_cart,
8321,575,view,
7820,2366,purchase,4.0
3192,626,purchase,2.0
4385,3543,view,
7933,1981,view,
5143,1652,purchase,1.0
85,532,add_to_cart,
8551,1487,view,
1780,2627,add_to_cart,
5101,1853,view,
4696,4361,purchase,2.0
7968,4327,add_to_cart,
7415,89,purchase,1.0
4609,4126,purchase,4.0
4586,3739,add_to_cart,
913,562,view,
1240,2718,view,
9814,533,view,
8547,3230,purchase,2.0
7623,1215,purchase,2.0
6036,1398,add_to_cart,
9536,4445,purchase,5.0
8864,1819,add_to_cart,
1874,756,view,
1493,1446,add_to_cart,
2805,2179,add_to_cart,
3944,4891,add_to_cart,
4383,1613,add_to_cart,
851,2736,view,
6463,4589,add_to_cart,
5216,1794,add_to_cart,
6341,1883,purchase,2.0
7438,1500,add_to_cart,
4925,3935,purchase,4.0
4946,945,purchase,1.0
7750,1336,purchase,2.0
4179,2739,purchase,3.0
1711,2562,view,
2820,3225,purchase,3.0
5579,2560,add_to_cart,
2559,3218,add_to_cart,
6385,665,purchase,4.0
6442,2166,view,
9888,1607,purchase,1.0
7173,1491,add_to_cart,
7091,1586,view,
6325,991,view,
6793,4227,purchase,5.0
5562,633,add_to_cart,
8807,16,view,
2364,2308,view,
8576,2061,purchase,3.0
8759,378,add_to_cart,
7147,751,view,
2366,4579,view,
3370,22,add_to_cart,
2039,3218,view,
3969,4805,view,
2703,1329,add_to_cart,
7906,518,add_to_cart,
4714,2590,view,
6739,920,purchase,3.0
3413,2625,purchase,4.0
1581,2176,purchase,3.0
5749,2410,purchase,4.0
5824,2770,add_to_cart,
9608,4236,add_to_cart,
6299,2117,view,
3187,905,purchase,2.0
7438,3361,view,
624,2784,view,
5023,2871,purchase,5.0
2504,1541,add_to_cart,
3140,4298,add_to_cart,
2987,932,add_to_cart,
3197,3434,view,
8899,393,add_to_cart,
6253,2312,add_to_cart,
6684,338,purchase,5.0
3509,686,view,
6738,4682,view,
8434,3604,add_to_cart,
9773,2305,purchase,2.0
6057,1406,add_to_cart,
7338,3413,view,
8200,3402,view,
704,2630,purchase,4.0
9567,1715,purchase,3.0
5599,2479,add_to_cart,
6990,2609,add_to_cart,
8544,3509,view,
2861,2056,purchase,1.0
2596,364,view,
8450,3640,add_to_cart,
4904,208,view,
6551,2675,purchase,4.0
1186,2179,purchase,1.0
7145,1654,purchase,1.0
5326,1157,add_to_cart,
5105,2423,view,
1829,2030,add_to_cart,
5637,4616,purchase,1.0
8563,4932,purchase,5.0
3129,3120,add_to_cart,
5116,3548,add_to_cart,
7444,4343,add_to_cart,
4029,2815,purchase,2.0
2620,1896,view,
5269,2032,purchase,1.0
4398,2547,view,
7041,113,purchase,5.0
2275,163,purchase,5.0
6997,581,view,
5067,395,add_to_cart,
3803,4430,purchase,4.0
9011,4427,add_to_cart,
2407,4350,add_to_cart,
4404,2665,add_to_cart,
6340,3209,add_to_cart,
4737,4000,view,
1694,1861,purchase,1.0
9260,571,view,
7825,3785,view,
5449,254,purchase,3.0
5208,1696,add_to_cart,
8392,2622,view,
3775,3832,view,
1397,287,purchase,1.0
5583,4881,purchase,4.0
9396,2329,purchase,5.0
7237,2149,purchase,4.0
6640,2029,purchase,5.0
4982,4655,purchase,1.0
4893,1867,add_to_cart,
4902,1650,add_to_cart,
5451,1079,purchase,5.0
9942,1139,view,
3692,4030,view,
876,1916,view,
6846,3293,purchase,4.0
7815,1420,purchase,1.0
3604,3797,view,
4779,3609,add_to_cart,
7010,710,view,
9861,2522,purchase,5.0
8339,3727,view,
9168,3666,add_to_cart,
6606,3259,add_to_cart,
4182,2795,view,
950,1812,view,
3591,1841,view,
5129,3124,add_to_cart,
5689,2642,add_to_cart,
5014,3185,purchase,1.0
720,3286,add_to_cart,
540,39,add_to_cart,
7204,1126,purchase,2.0
8398,3406,add_to_cart,
8449,2846,add_to_cart,
4193,2302,purchase,4.0
9725,3839,purchase,5.0
6858,4070,purchase,4.0
3791,2299,purchase,3.0
559,4150,purchase,1.0
5045,3239,view,
1444,222,purchase,2.0
4021,3433,purchase,2.0
9205,4524,view,
5985,1276,add_to_cart,
5706,3692,purchase,1.0
7181,2588,view,
6659,2214,view,
9367,3094,view,
7292,2624,purchase,2.0
5610,4475,add_to_cart,
8746,4534,purchase,5.0
3283,2276,add_to_cart,
1647,4762,purchase,5.0
7069,1333,add_to_cart,
8796,4924,purchase,3.0
1950,1483,purchase,4.0
4044,3825,add_to_cart,
9876,3159,purchase,1.0
2934,1186,view,
3364,3533,purchase,1.0
3569,2259,view,
3244,4384,purchase,2.0
4475,4657,view,
7023,4987,view,
5038,754,view,
5311,1066,purchase,5.0
8100,1857,purchase,4.0
878,1016,purchase,3.0
8235,2104,purchase,1.0
4659,1847,add_to_cart,
1048,2668,add_to_cart,
3375,4474,view,
4457,176,view,
2917,1079,add_to_cart,
9114,2402,view,
1717,3719,add_to_cart,
7808,723,view,
3569,1622,view,
6998,4370,purchase,1.0
8874,4209,add_to_cart,
7774,4681,add_to_cart,
2295,3127,view,
1721,3655,add_to_cart,
9801,3735,add_to_cart,
8047,82,add_to_cart,
219,3485,view,
1990,3057,purchase,4.0
3277,3063,view,
3309,4931,add_to_cart,
9752,2393,view,
406,352,purchase,5.0
3163,2355,view,
3934,4645,add_to_cart,
8583,652,view,
3436,1930,add_to_cart,
2608,553,view,
3564,2027,add_to_cart,
6654,2485,purchase,1.0
3538,353,purchase,2.0
233,62,add_to_cart,
7837,4944,view,
3319,2324,view,
9359,2767,view,
252,875,view,
7319,2127,add_to_cart,
2447,2455,purchase,5.0
8973,1325,view,
4041,1494,purchase,1.0
4993,4614,purchase,5.0
7286,2309,purchase,4.0
2405,2412,purchase,1.0
1177,3878,purchase,4.0
1462,1571,purchase,3.0
5066,268,add_to_cart,
2878,1901,purchase,4.0
984,705,purchase,1.0
2509,630,purchase,2.0
7451,2794,add_to_cart,
6937,1410,add_to_cart,
7866,4039,view,
2948,322,purchase,3.0
5942,4506,add_to_cart,
5817,3035,add_to_cart,
3988,3406,add_to_cart,
6740,3773,add_to_cart,
2908,1311,add_to_cart,
741,1113,view,
9706,3126,view,
7448,2629,purchase,3.0
4422,3836,view,
8412,2745,view,
6109,897,add_to_cart,
1112,4915,add_to_cart,
3297,2850,purchase,1.0
9341,2856,view,
4436,4826,view,
4050,2087,purchase,4.0
1072,2606,purchase,1.0
3289,1704,purchase,3.0
2895,567,purchase,4.0
1877,1919,purchase,5.0
356,3651,view,
4356,930,add_to_cart,
9976,4424,purchase,4.0
228,3734,purchase,5.0
9153,63,purchase,4.0
3558,2167,view,
770,1133,add_to_cart,
7015,939,view,
8824,3712,add_to_cart,
8492,1795,add_to_cart,
4361,2895,view,
3857,2949,add_to_cart,
692,4257,purchase,5.0
1924,4949,purchase,1.0
7056,703,view,
2001,1265,view,
9251,3215,add_to_cart,
9726,4664,add_to_cart,
6060,2524,add_to_cart,
9232,4221,add_to_cart,
6504,3936,add_to_cart,
5647,1093,purchase,3.0
1616,4401,view,
4508,1759,purchase,1.0
5476,3652,add_to_cart,
1350,4760,view,
3804,14,view,
1491,3242,purchase,1.0
5717,4650,add_to_cart,
6665,1015,view,
8906,2694,add_to_cart,
6539,893,add_to_cart,
4499,1090,view,
7520,10,view,
4927,1937,add_to_cart,
3283,4125,add_to_cart,
8295,4524,add_to_cart,
8868,2770,view,
8644,1384,view,
6665,4820,add_to_cart,
4017,1067,add_to_cart,
9946,4474,add_to_cart,
6729,1728,purchase,4.0
316,594,purchase,4.0
8965,3899,purchase,2.0
6680,286,view,
3777,100,add_to_cart,
9734,2088,view,
392,499,view,
9910,235,view,
320,1726,view,
2240,380,purchase,2.0
5034,240,add_to_cart,
272,1721,add_to_cart,
8373,3804,view,
1702,4620,view,
9995,1982,view,
5828,1398,purchase,3.0
5018,1211,add_to_cart,
9921,4062,add_to_cart,
8095,2668,view,
9090,791,view,
3541,2639,view,
2111,3154,purchase,4.0
178,435,add_to_cart,
508,595,purchase,5.0
6881,1996,view,
8495,4521,view,
5011,2281,view,
5774,1282,view,
4505,3668,add_to_cart,
4778,3231,view,
4308,4934,purchase,3.0
8777,806,add_to_cart,
9922,4484,purchase,2.0
542,3824,view,
796,1234,add_to_cart,
8020,2457,purchase,3.0
8827,1441,view,
1550,548,view,
8292,758,add_to_cart,
8467,4035,add_to_cart,
9690,247,add_to_cart,
7921,2157,purchase,2.0
6939,3515,add_to_cart,
8819,4360,add_to_cart,
9216,388,add_to_cart,
1509,652,view,
211,1092,add_to_cart,
175,3316,purchase,4.0
1687,4129,add_to_cart,
6070,3204,view,
5177,255,purchase,5.0
5900,2036,purchase,5.0
8834,1252,purchase,2.0
1730,2681,add_to_cart,
4560,609,add_to_cart,
5208,2040,add_to_cart,
5048,4614,purchase,3.0
306,1585,add_to_cart,
1073,3452,purchase,1.0
875,54,add_to_cart,
3444,4584,add_to_cart,
7449,4194,add_to_cart,
7199,79,view,
1610,4258,view,
3396,3968,add_to_cart,
906,156,add_to_cart,
1016,1354,purchase,4.0
5111,2879,add_to_cart,
8433,2116,view,
5989,1094,view,
5278,3795,view,
8509,3141,purchase,4.0
486,3833,purchase,2.0
5854,3451,view,
6074,3070,purchase,3.0
3497,550,add_to_cart,
7199,2286,add_to_cart,
5023,2239,view,
4005,1806,add_to_cart,
9426,4221,purchase,1.0
7434,2134,add_to_cart,
4071,1968,purchase,5.0
2226,2320,purchase,5.0
7565,4075,add_to_cart,
4739,4542,purchase,5.0
8831,4431,add_to_cart,
5517,2589,purchase,4.0
6128,1033,purchase,5.0
7380,4324,add_to_cart,
5757,753,purchase,3.0
995,3806,purchase,2.0
6220,22,add_to_cart,
236,4295,purchase,3.0
1374,4434,view,
1289,1371,add_to_cart,
2242,3236,purchase,4.0
1841,4700,view,
7500,3849,view,
5065,273,purchase,2.0
2922,2800,view,
9285,3079,view,
437,1992,add_to_cart,
2349,4299,add_to_cart,
7738,3377,view,
2944,1604,purchase,1.0
4684,660,view,
8532,2709,add_to_cart,
8018,846,view,
7100,2379,view,
7480,452,add_to_cart,
3875,4162,purchase,4.0
5954,2812,purchase,3.0
682,3537,view,
7670,2636,purchase,1.0
1799,333,view,
7660,1834,add_to_cart,
4660,2216,add_to_cart,
6738,4046,add_to_cart,
694,3258,add_to_cart,
2719,1247,purchase,1.0
9028,4548,view,
2260,684,purchase,1.0
9504,2,view,
7827,2009,purchase,5.0
2713,1046,purchase,5.0
1234,2036,view,
2748,4000,view,
8601,9,view,
3599,3113,add_to_cart,
9444,2494,view,
4378,2002,add_to_cart,
5046,3011,view,
9556,937,purchase,1.0
2078,4536,view,
9321,2887,view,
6595,1573,purchase,3.0
5747,2650,view,
9586,4738,view,
8656,3717,view,
9356,4122,view,
2633,713,purchase,2.0
2815,3241,add_to_cart,
9511,3080,purchase,5.0
8019,532,view,
4379,4694,add_to_cart,
6368,4656,purchase,1.0
742,3685,add_to_cart,
65,1830,view,
4859,4966,purchase,1.0
6681,3639,view,
2494,2814,add_to_cart,
8684,2312,view,
1637,750,view,
3972,798,view,
615,2353,purchase,4.0
1676,2091,view,
2385,4759,purchase,4.0
614,4062,view,
5866,2705,purchase,1.0
7936,2660,view,
1123,4635,purchase,1.0
6339,4816,purchase,2.0
5734,3173,purchase,2.0
7026,508,purchase,1.0
9771,2530,add_to_cart,
7677,1513,view,
6225,1121,add_to_cart,
4663,2318,purchase,1.0
3172,1142,add_to_cart,
3768,3343,add_to_cart,
8922,2335,view,
7595,2934,add_to_cart,
8337,4240,purchase,5.0
892,1374,add_to_cart,
7776,4116,purchase,5.0
3269,628,add_to_cart,
2962,3517,view,
7476,407,add_to_cart,
7926,2960,view,
7489,1468,purchase,4.0
9607,2442,view,
3263,3505,view,
5422,1221,purchase,5.0
3310,4081,view,
9107,2450,purchase,1.0
3306,593,purchase,2.0
2218,4690,view,
7826,849,view,
5117,2706,purchase,1.0
9180,2306,add_to_cart,
3577,4215,add_to_cart,
1713,607,view,
9410,2395,add_to_cart,
5115,374,purchase,4.0
978,436,purchase,1.0
3297,4758,purchase,1.0
8212,404,add_to_cart,
2563,3436,add_to_cart,
1908,3793,add_to_cart,
8592,3412,view,
852,3431,purchase,4.0
9566,338,purchase,1.0
9036,2211,add_to_cart,
9950,945,view,
1965,4033,purchase,2.0
5428,4089,add_to_cart,
7714,3781,view,
5968,1562,view,
2203,2351,purchase,2.0
9905,3846,purchase,3.0
5305,2771,add_to_cart,
3267,75,add_to_cart,
8099,4027,purchase,5.0
3574,2917,add_to_cart,
7583,4318,purchase,1.0
150,2716,view,
9553,2628,add_to_cart,
5397,224,purchase,1.0
9270,722,add_to_cart,
933,2871,add_to_cart,
2105,4073,purchase,5.0
8841,1256,add_to_cart,
481,4135,view,
8823,239,view,
665,1984,view,
9430,4382,add_to_cart,
3855,2376,view,
8404,3279,view,
3824,3370,add_to_cart,
5880,3578,purchase,5.0
8897,2818,purchase,1.0
1504,4029,add_to_cart,
3186,3415,purchase,1.0
7232,3994,add_to_cart,
9588,4759,view,
6193,2793,add_to_cart,
7083,1972,purchase,4.0
8430,2177,view,
8617,3370,view,
6935,1621,add_to_cart,
2423,2460,add_to_cart,
5819,546,add_to_cart,
2496,2618,add_to_cart,
3991,109,view,
7750,3962,purchase,3.0
7299,2641,purchase,2.0
8332,3075,purchase,1.0
1398,725,view,
1140,2750,add_to_cart,
4265,3767,purchase,2.0
773,4173,add_to_cart,
2785,4539,purchase,1.0
6106,2131,view,
6616,4802,purchase,2.0
7663,677,purchase,3.0
6731,1039,purchase,5.0
8453,1515,add_to_cart,
3024,8,purchase,1.0
6384,3970,purchase,5.0
8514,4641,purchase,2.0
9252,1301,view,
1731,3397,add_to_cart,
8269,287,purchase,3.0
8827,2925,add_to_cart,
8271,3945,add_to_cart,
3619,2913,view,
2725,3110,add_to_cart,
465,2149,view,
6695,4839,add_to_cart,
5289,2043,add_to_cart,
787,921,add_to_cart,
2284,2577,view,
8546,2287,purchase,2.0
2422,4022,view,
7000,1386,add_to_cart,
4175,2615,add_to_cart,
111,1468,view,
4563,3932,add_to_cart,
9193,4398,view,
2863,3159,view,
1823,4577,add_to_cart,
6225,2293,view,
5111,3374,view,
2455,4932,add_to_cart,
3511,4330,view,
5363,3995,purchase,2.0
4168,1152,purchase,5.0
5681,3728,view,
6961,1649,add_to_cart,
1199,3562,view,
1901,1847,purchase,1.0
9607,836,view,
8131,4937,add_to_cart,
4153,662,view,
3748,4893,add_to_cart,
7313,4662,add_to_cart,
1262,2819,add_to_cart,
1321,417,add_to_cart,
6425,2926,view,
8561,2032,purchase,2.0
7954,1961,add_to_cart,
2662,2442,view,
5079,3329,view,
5296,1661,view,
2732,2186,view,
4388,1483,add_to_cart,
5438,4280,view,
2007,1526,purchase,3.0
2234,3427,view,
8505,2320,view,
9957,2323,add_to_cart,
3359,3222,purchase,1.0
4353,3110,add_to_cart,
5758,4755,view,
6271,2005,purchase,2.0
8858,2328,view,
4223,2950,purchase,3.0
383,4250,purchase,4.0
9476,144,add_to_cart,
967,1273,purchase,5.0
1220,137,purchase,4.0
9157,2173,purchase,5.0
6596,1202,purchase,2.0
7352,3961,add_to_cart,
1230,4057,purchase,2.0
3688,3579,view,
7620,3702,add_to_cart,
7088,2954,add_to_cart,
3785,2303,view,
1795,2384,purchase,5.0
135,2944,purchase,4.0
9111,539,view,
9246,3469,add_to_cart,
9557,4256,purchase,1.0
8626,1818,add_to_cart,
7157,2963,view,
6185,4746,view,
8368,4200,add_to_cart,
597,1934,add_to_cart,
3064,1883,add_to_cart,
7829,2750,view,
2881,2741,view,
7762,3303,add_to_cart,
5504,4741,add_to_cart,
7633,1505,purchase,4.0
6987,415,add_to_cart,
4909,1256,purchase,4.0
5642,3565,purchase,2.0
2317,1700,add_to_cart,
5827,2904,purchase,3.0
2999,4774,view,
6742,857,purchase,3.0
8840,378,purchase,2.0
6045,3316,add_to_cart,
3789,1754,view,
633,4140,add_to_cart,
634,2828,add_to_cart,
6510,4462,purchase,2.0
7519,4706,view,
