User_ID,Age,Gender,Location,Interests
2308,60,Other,Southwest,Beauty
2309,50,Other,Central,Jewelry
2310,66,Other,Southwest,Jewelry
2311,41,Male,South,Home
2312,68,Male,South,Electronics
2313,20,Other,Northwest,Automotive
2314,55,Male,Central,Toys
2315,40,Other,Northwest,Toys
2316,41,Other,Northwest,Beauty
2317,68,Other,South,Clothing
2318,61,Other,North,Clothing
2319,46,Other,Southeast,Books
2320,33,Female,Northeast,Clothing
2321,59,Male,Southeast,Books
2322,22,Female,South,Beauty
2323,55,Male,Northeast,Groceries
2324,42,Other,Central,Automotive
2325,45,Female,Northeast,Home
2326,30,Female,South,Home
2327,38,Female,West,Toys
2328,46,Other,Southwest,Jewelry
2329,58,Female,Southeast,Music
2330,34,Male,Southwest,Home
2331,54,Other,Northwest,Electronics
2332,35,Male,West,Home
2333,66,Female,Southeast,Books
2334,69,Other,North,Automotive
2335,24,Other,Southeast,Beauty
2336,46,Male,West,Beauty
2337,50,Other,Northwest,Groceries
2338,60,Other,North,Jewelry
2339,49,Female,Northeast,Music
2340,70,Female,Southwest,Automotive
2341,28,Female,Southeast,Clothing
2342,56,Other,West,Books
2343,69,Female,Central,Automotive
2344,36,Male,North,Home
2345,27,Female,East,Electronics
2346,50,Female,East,Home
2347,20,Other,East,Automotive
2348,34,Other,East,Books
2349,23,Other,Central,Beauty
2350,66,Female,North,Sports
2351,63,Male,Southwest,Beauty
2352,34,Male,North,Toys
2353,42,Male,South,Sports
2354,43,Male,Central,Toys
2355,31,Male,Northwest,Home
2356,62,Female,Southwest,Electronics
2357,26,Male,Southwest,Music
2358,67,Female,North,Sports
2359,69,Female,East,Home
2360,47,Other,Northwest,Automotive
2361,26,Female,North,Books
2362,37,Other,East,Clothing
2363,62,Other,West,Beauty
2364,58,Other,East,Home
2365,69,Other,Southwest,Jewelry
2366,38,Male,Northwest,Electronics
2367,58,Female,Northwest,Sports
2368,19,Other,Southeast,Music
2369,55,Male,North,Home
2370,36,Female,East,Home
2371,41,Female,East,Jewelry
2372,45,Male,Northwest,Music
2373,38,Male,Southeast,Books
2374,50,Female,North,Books
2375,64,Male,Southwest,Jewelry
2376,36,Male,Northwest,Automotive
2377,28,Female,East,Electronics
2378,40,Male,Southeast,Toys
2379,51,Male,East,Sports
2380,35,Female,South,Automotive
2381,59,Female,Southwest,Automotive
2382,62,Male,Northwest,Clothing
2383,34,Male,North,Books
2384,61,Other,Central,Sports
2385,57,Other,North,Home
2386,22,Male,Southwest,Clothing
2387,43,Male,Northeast,Toys
2388,25,Male,Central,Jewelry
2389,68,Other,Northwest,Electronics
2390,64,Other,Southwest,Music
2391,38,Female,Northwest,Beauty
2392,59,Female,South,Sports
2393,25,Other,Central,Jewelry
2394,22,Male,South,Books
2395,19,Male,Central,Automotive
2396,19,Male,East,Home
2397,43,Male,North,Groceries
2398,53,Male,South,Automotive
2399,24,Other,West,Groceries
2400,22,Female,North,Electronics
2401,67,Female,North,Toys
2402,44,Female,North,Electronics
2403,57,Female,North,Beauty
2404,18,Other,Southeast,Music
2405,63,Female,South,Electronics
2406,35,Male,Southeast,Jewelry
2407,49,Male,North,Toys
2408,62,Male,Southwest,Books
2409,19,Other,South,Music
2410,57,Female,North,Jewelry
2411,26,Male,West,Jewelry
2412,27,Female,Northeast,Automotive
2413,22,Female,Southeast,Toys
2414,42,Female,North,Sports
2415,47,Female,North,Groceries
2416,69,Female,West,Groceries
2417,61,Other,Southwest,Music
2418,52,Male,Southeast,Jewelry
2419,23,Female,West,Toys
2420,40,Female,South,Jewelry
2421,61,Male,Northeast,Electronics
2422,63,Other,West,Automotive
2423,38,Male,Northeast,Clothing
2424,47,Female,South,Music
2425,32,Other,South,Music
2426,63,Male,North,Jewelry
2427,36,Other,Northwest,Beauty
2428,27,Other,East,Sports
2429,42,Female,Southwest,Electronics
2430,29,Other,Southeast,Beauty
2431,38,Other,West,Sports
2432,31,Female,South,Toys
2433,65,Other,Northeast,Home
2434,31,Male,Northeast,Electronics
2435,55,Female,Southeast,Electronics
2436,62,Male,Northwest,Music
2437,44,Female,Southwest,Music
2438,50,Male,East,Home
2439,45,Female,East,Clothing
2440,24,Female,Northwest,Sports
2441,28,Female,East,Beauty
2442,62,Other,Southeast,Groceries
2443,24,Male,North,Electronics
2444,27,Female,Northwest,Automotive
2445,57,Male,Southeast,Electronics
2446,22,Female,Northwest,Toys
2447,18,Other,East,Sports
2448,49,Other,South,Toys
2449,62,Other,Northeast,Groceries
2450,68,Other,Northwest,Beauty
2451,39,Male,South,Groceries
2452,65,Female,North,Toys
2453,47,Male,Southwest,Automotive
2454,18,Other,East,Electronics
2455,62,Other,West,Books
2456,41,Other,East,Electronics
2457,43,Male,North,Automotive
2458,58,Female,East,Music
2459,46,Male,Northwest,Books
2460,59,Male,Northwest,Jewelry
2461,21,Male,South,Clothing
2462,55,Female,East,Automotive
2463,45,Female,Central,Groceries
2464,54,Other,Northeast,Automotive
2465,59,Other,North,Groceries
2466,53,Female,Northeast,Jewelry
2467,19,Other,East,Groceries
2468,18,Other,West,Groceries
2469,32,Female,West,Automotive
2470,59,Other,Southwest,Toys
2471,44,Male,West,Toys
2472,65,Female,West,Books
2473,19,Female,Central,Home
2474,18,Male,Central,Electronics
2475,70,Other,Northeast,Automotive
2476,52,Other,Central,Sports
2477,50,Other,Northeast,Music
2478,41,Other,Northwest,Toys
2479,68,Male,Southeast,Music
2480,48,Female,Central,Sports
2481,22,Female,Northwest,Home
2482,20,Female,South,Clothing
2483,59,Female,Northeast,Home
2484,53,Male,Northeast,Sports
2485,24,Male,South,Jewelry
2486,31,Other,Northwest,Home
2487,27,Female,Northeast,Home
2488,44,Other,Southwest,Groceries
2489,26,Male,Northeast,Home
2490,22,Other,Northeast,Books
2491,43,Female,Northeast,Home
2492,27,Male,East,Sports
2493,31,Male,West,Electronics
2494,50,Other,Northwest,Music
2495,61,Other,Southeast,Books
2496,53,Other,South,Beauty
2497,46,Female,Northeast,Home
2498,52,Other,North,Toys
2499,61,Female,West,Sports
2500,70,Male,Northeast,Beauty
2501,53,Female,Central,Electronics
2502,34,Other,Northeast,Jewelry
2503,18,Female,Central,Clothing
2504,31,Male,Central,Jewelry
2505,69,Male,South,Music
2506,53,Male,North,Jewelry
2507,61,Other,Northeast,Music
2508,18,Male,Northwest,Books
2509,58,Male,East,Sports
2510,31,Male,Northwest,Books
2511,66,Male,Northeast,Toys
2512,46,Other,North,Groceries
2513,24,Other,West,Books
2514,59,Other,Southwest,Sports
2515,36,Female,West,Jewelry
2516,61,Other,North,Music
2517,60,Other,Southeast,Toys
2518,68,Other,Southeast,Clothing
2519,41,Male,Central,Music
2520,25,Other,South,Groceries
2521,50,Other,Southeast,Beauty
2522,33,Other,Southeast,Electronics
2523,56,Other,Northeast,Sports
2524,70,Other,West,Beauty
2525,23,Male,Southeast,Clothing
2526,41,Other,Southeast,Home
2527,53,Other,Central,Home
2528,66,Other,Central,Automotive
2529,61,Female,Northwest,Toys
2530,37,Female,South,Jewelry
2531,27,Other,North,Books
2532,33,Female,Southwest,Electronics
2533,69,Male,Southeast,Home
2534,31,Female,Northwest,Clothing
2535,26,Male,East,Books
2536,20,Male,North,Jewelry
2537,46,Female,North,Electronics
2538,37,Female,Central,Toys
2539,23,Other,Central,Toys
2540,27,Other,Northwest,Books
2541,56,Other,Southeast,Automotive
2542,39,Male,Northwest,Music
2543,41,Female,Southeast,Electronics
2544,24,Male,North,Electronics
2545,19,Female,Northeast,Sports
2546,66,Other,West,Music
2547,51,Male,South,Jewelry
2548,21,Male,Central,Sports
2549,56,Female,Southwest,Electronics
2550,62,Other,Southwest,Home
2551,19,Male,Southwest,Music
2552,25,Male,Southwest,Sports
2553,67,Male,North,Toys
2554,53,Other,East,Groceries
2555,36,Other,West,Automotive
2556,47,Male,East,Jewelry
2557,54,Other,Southwest,Automotive
2558,67,Other,South,Toys
2559,26,Female,East,Jewelry
2560,19,Other,Southeast,Sports
2561,42,Male,Central,Clothing
2562,26,Male,North,Beauty
2563,50,Female,Southeast,Music
2564,19,Other,Northwest,Electronics
2565,24,Male,East,Electronics
2566,18,Male,West,Toys
2567,54,Other,Northwest,Toys
2568,46,Male,Northwest,Electronics
2569,43,Female,West,Jewelry
2570,63,Female,Northeast,Books
2571,53,Female,South,Groceries
2572,19,Other,Southwest,Music
2573,38,Male,East,Home
2574,37,Male,Northeast,Jewelry
2575,32,Male,West,Jewelry
2576,19,Other,Southeast,Electronics
2577,27,Other,West,Books
2578,21,Female,Northwest,Books
2579,29,Male,Northeast,Clothing
2580,68,Male,West,Beauty
2581,50,Male,Northeast,Beauty
2582,22,Male,Southwest,Jewelry
2583,40,Other,Central,Beauty
2584,59,Other,North,Beauty
2585,27,Other,Southeast,Beauty
2586,64,Female,North,Home
2587,64,Other,Central,Beauty
2588,50,Other,South,Beauty
2589,38,Male,Central,Jewelry
2590,22,Other,South,Electronics
2591,53,Other,West,Clothing
2592,60,Female,East,Sports
2593,28,Other,Southwest,Toys
2594,70,Female,Southwest,Books
2595,59,Female,Northwest,Jewelry
2596,28,Other,South,Sports
2597,57,Other,East,Home
2598,43,Female,West,Beauty
2599,69,Female,Central,Electronics
2600,57,Female,East,Sports
2601,22,Male,Central,Books
2602,38,Male,Northwest,Music
2603,65,Other,Southeast,Toys
2604,65,Other,North,Electronics
2605,23,Male,Southwest,Sports
2606,36,Other,Southeast,Home
2607,53,Other,Southwest,Sports
2608,21,Other,East,Books
2609,55,Female,Central,Music
2610,46,Male,Southwest,Beauty
2611,70,Female,South,Jewelry
2612,44,Other,Northwest,Books
2613,36,Other,South,Clothing
2614,32,Female,East,Automotive
2615,44,Male,North,Electronics
2616,65,Other,Central,Home
2617,27,Other,Northwest,Clothing
2618,21,Female,North,Groceries
2619,22,Male,West,Groceries
2620,46,Female,East,Automotive
2621,53,Other,North,Music
2622,28,Female,North,Automotive
2623,19,Other,Southwest,Clothing
2624,48,Male,East,Toys
2625,32,Male,Central,Books
2626,61,Female,East,Sports
2627,30,Female,West,Sports
2628,21,Other,Southeast,Beauty
2629,32,Female,Central,Home
2630,58,Other,Central,Toys
2631,24,Male,West,Home
2632,29,Other,Southeast,Music
2633,27,Male,Central,Electronics
2634,38,Female,Northwest,Beauty
2635,54,Female,North,Music
2636,30,Female,Northeast,Books
2637,70,Other,Southeast,Automotive
2638,28,Female,North,Clothing
2639,32,Male,North,Music
2640,21,Female,Southwest,Books
2641,37,Female,East,Automotive
2642,68,Female,Southwest,Books
2643,61,Male,South,Sports
2644,58,Other,North,Beauty
2645,59,Other,South,Home
2646,61,Male,Northwest,Books
2647,63,Female,West,Toys
2648,63,Other,North,Sports
2649,43,Female,Northeast,Beauty
2650,46,Female,North,Music
2651,53,Male,Southeast,Groceries
2652,68,Female,East,Automotive
2653,59,Female,East,Beauty
2654,30,Male,Central,Music
2655,21,Female,Northwest,Sports
2656,52,Female,Northeast,Jewelry
2657,42,Male,Central,Clothing
2658,42,Male,Northeast,Beauty
2659,69,Male,Northeast,Books
2660,34,Male,East,Electronics
2661,37,Female,Southwest,Sports
2662,63,Male,West,Jewelry
2663,33,Male,East,Home
2664,60,Male,North,Music
2665,50,Female,North,Music
2666,24,Female,South,Beauty
2667,23,Female,Southeast,Sports
2668,36,Other,Northwest,Groceries
2669,63,Other,Central,Music
2670,29,Female,East,Beauty
2671,66,Male,West,Clothing
2672,50,Female,Central,Electronics
2673,37,Male,Southeast,Clothing
2674,22,Female,Southeast,Music
2675,31,Other,North,Electronics
2676,37,Male,Central,Clothing
2677,31,Male,East,Electronics
2678,19,Female,North,Jewelry
2679,35,Other,West,Electronics
2680,38,Male,Southeast,Toys
2681,42,Male,North,Beauty
2682,47,Other,South,Clothing
2683,50,Female,North,Clothing
2684,40,Male,West,Electronics
2685,22,Female,North,Electronics
2686,57,Male,East,Music
2687,54,Other,Northeast,Automotive
2688,19,Female,Southwest,Automotive
2689,63,Female,Central,Sports
2690,64,Female,Central,Home
2691,41,Male,Southeast,Home
2692,62,Other,South,Electronics
2693,32,Female,Central,Groceries
2694,43,Male,Southeast,Books
2695,20,Other,West,Music
2696,29,Female,North,Groceries
2697,60,Other,West,Toys
2698,36,Male,East,Music
2699,18,Female,South,Clothing
2700,27,Female,Central,Beauty
2701,53,Male,West,Groceries
2702,49,Female,Southwest,Toys
2703,33,Female,West,Jewelry
2704,46,Female,Southwest,Beauty
2705,19,Female,West,Toys
2706,19,Female,Southwest,Home
2707,28,Female,Northwest,Music
2708,19,Male,West,Music
2709,35,Female,Southwest,Electronics
2710,58,Other,Central,Music
2711,29,Male,Northeast,Home
2712,55,Other,Northeast,Clothing
2713,55,Other,North,Groceries
2714,24,Other,Northeast,Beauty
2715,44,Other,East,Books
2716,37,Male,Northwest,Clothing
2717,32,Male,South,Electronics
2718,48,Female,Southeast,Beauty
2719,39,Female,Northeast,Home
2720,56,Female,Southeast,Sports
2721,22,Female,East,Clothing
2722,60,Female,Northeast,Home
2723,55,Female,North,Toys
2724,46,Other,East,Sports
2725,57,Male,North,Jewelry
2726,54,Male,East,Jewelry
2727,70,Male,North,Sports
2728,45,Female,East,Automotive
2729,67,Female,West,Beauty
2730,24,Male,Central,Groceries
2731,45,Other,North,Automotive
2732,55,Male,Southwest,Automotive
2733,64,Other,West,Automotive
2734,55,Male,South,Electronics
2735,37,Other,East,Sports
2736,55,Other,Southwest,Jewelry
2737,35,Female,Northwest,Clothing
2738,63,Other,North,Toys
2739,38,Other,Southeast,Toys
2740,60,Male,Northeast,Clothing
2741,47,Male,Southeast,Automotive
2742,69,Other,West,Jewelry
2743,33,Male,South,Beauty
2744,65,Other,East,Groceries
2745,32,Male,West,Clothing
2746,41,Female,South,Sports
2747,22,Male,West,Books
2748,38,Male,South,Electronics
2749,23,Male,Central,Books
2750,61,Other,Central,Toys
2751,70,Female,Southeast,Books
2752,58,Female,Southwest,Home
2753,28,Female,Central,Beauty
2754,57,Male,South,Home
2755,38,Female,Northwest,Electronics
2756,70,Female,South,Toys
2757,25,Male,East,Home
2758,41,Other,Southeast,Groceries
2759,69,Female,South,Sports
2760,27,Female,Southeast,Music
2761,30,Other,Southeast,Clothing
2762,50,Male,Southwest,Jewelry
2763,49,Other,Northwest,Music
2764,35,Other,South,Toys
2765,45,Male,East,Groceries
2766,31,Female,Central,Electronics
2767,22,Female,Northeast,Jewelry
2768,67,Other,Northwest,Electronics
2769,22,Other,Southwest,Clothing
2770,63,Female,North,Jewelry
2771,26,Female,Southwest,Automotive
2772,33,Female,West,Clothing
2773,24,Female,Southwest,Electronics
2774,63,Female,South,Beauty
2775,42,Other,East,Clothing
2776,61,Other,Southeast,Toys
2777,38,Male,North,Automotive
2778,39,Female,West,Beauty
2779,33,Female,East,Sports
2780,39,Female,Central,Groceries
2781,49,Female,Northeast,Home
2782,65,Male,North,Home
2783,55,Male,Northwest,Home
2784,53,Other,East,Automotive
2785,33,Female,Northwest,Music
2786,35,Male,Southwest,Automotive
2787,33,Female,Southeast,Automotive
2788,36,Male,Southeast,Jewelry
2789,33,Male,North,Beauty
2790,23,Other,South,Music
2791,27,Male,North,Clothing
2792,27,Male,Northeast,Sports
2793,60,Male,North,Clothing
2794,18,Male,Southeast,Books
2795,54,Male,West,Clothing
2796,54,Male,Northwest,Groceries
2797,65,Female,Northeast,Music
2798,22,Other,South,Clothing
2799,59,Other,Southeast,Toys
2800,53,Female,Central,Groceries
2801,27,Other,Northwest,Home
2802,48,Female,Central,Automotive
2803,21,Other,Northeast,Music
2804,41,Male,South,Sports
2805,32,Female,South,Jewelry
2806,29,Other,Northwest,Beauty
2807,54,Male,East,Groceries
2808,56,Male,Northwest,Music
2809,28,Female,West,Music
2810,53,Male,North,Jewelry
2811,36,Male,Southeast,Toys
2812,24,Female,Northwest,Clothing
2813,37,Other,Northeast,Home
2814,66,Male,Northeast,Music
2815,36,Female,North,Clothing
2816,60,Other,Central,Books
2817,40,Other,Southeast,Toys
2818,23,Male,Northwest,Sports
2819,19,Other,Northeast,Beauty
2820,34,Other,Southeast,Groceries
2821,46,Male,Southwest,Home
2822,36,Male,Northeast,Clothing
2823,46,Other,Northwest,Books
2824,55,Other,Southeast,Clothing
2825,40,Male,South,Beauty
2826,21,Female,Southeast,Sports
2827,26,Other,Southwest,Toys
2828,19,Male,North,Groceries
2829,57,Male,Northeast,Electronics
2830,55,Male,Northeast,Music
2831,23,Female,Northwest,Home
2832,60,Male,West,Groceries
2833,21,Male,Southwest,Electronics
2834,60,Other,Southeast,Home
2835,37,Male,North,Books
2836,46,Male,South,Jewelry
2837,66,Male,South,Jewelry
2838,70,Female,East,Jewelry
2839,68,Other,East,Jewelry
2840,58,Male,South,Groceries
2841,64,Female,Southwest,Beauty
2842,43,Other,Southeast,Electronics
2843,66,Male,East,Automotive
2844,53,Female,West,Electronics
2845,33,Male,Southeast,Toys
2846,61,Male,East,Electronics
2847,52,Other,Central,Jewelry
2848,59,Female,Northwest,Groceries
2849,53,Other,Northwest,Beauty
2850,51,Female,Southwest,Music
2851,43,Other,Central,Books
2852,44,Male,West,Sports
2853,44,Other,North,Toys
2854,69,Male,Northwest,Books
2855,51,Male,West,Jewelry
2856,39,Other,Southwest,Electronics
2857,29,Other,South,Toys
2858,26,Female,Southeast,Toys
2859,56,Other,Northeast,Jewelry
2860,54,Female,Northwest,Beauty
2861,31,Other,Northeast,Automotive
2862,25,Female,West,Home
2863,27,Other,Northwest,Groceries
2864,53,Male,North,Music
2865,54,Male,Northwest,Sports
2866,33,Other,Southwest,Toys
2867,49,Male,North,Electronics
2868,41,Female,Southeast,Books
2869,31,Other,East,Clothing
2870,40,Other,East,Beauty
2871,35,Male,East,Clothing
2872,42,Male,South,Jewelry
2873,67,Male,South,Automotive
2874,47,Male,Southwest,Music
2875,61,Other,North,Books
2876,31,Male,South,Automotive
2877,63,Female,Southeast,Home
2878,60,Male,East,Beauty
2879,27,Female,Northwest,Beauty
2880,47,Female,South,Beauty
2881,67,Male,Central,Home
2882,18,Other,North,Beauty
2883,36,Other,Southwest,Music
2884,52,Male,Central,Electronics
2885,52,Male,Northeast,Toys
2886,61,Male,South,Groceries
2887,19,Other,South,Toys
2888,49,Female,Southeast,Groceries
2889,47,Other,Northeast,Clothing
2890,25,Other,West,Groceries
2891,29,Other,Southwest,Music
2892,64,Male,North,Jewelry
2893,19,Female,Southwest,Automotive
2894,62,Other,Southeast,Electronics
2895,55,Male,South,Groceries
2896,66,Male,Northwest,Toys
2897,70,Male,Northwest,Groceries
2898,21,Female,West,Music
2899,69,Female,West,Home
2900,67,Female,Southeast,Jewelry
2901,20,Female,East,Books
2902,66,Other,Southwest,Beauty
2903,53,Male,Northeast,Beauty
2904,64,Female,East,Music
2905,58,Male,West,Electronics
2906,37,Male,Central,Books
2907,46,Male,Northwest,Books
2908,57,Other,Central,Beauty
2909,40,Female,Northeast,Home
2910,40,Other,West,Home
2911,53,Male,North,Clothing
2912,52,Male,East,Sports
2913,43,Other,Southwest,Toys
2914,69,Female,East,Groceries
2915,21,Male,East,Toys
2916,53,Other,Northeast,Clothing
2917,56,Female,East,Sports
2918,44,Male,Central,Groceries
2919,31,Female,Northwest,Beauty
2920,18,Female,East,Sports
2921,52,Male,East,Clothing
2922,44,Other,Southeast,Beauty
2923,66,Male,South,Electronics
2924,56,Other,Central,Music
2925,63,Other,Southwest,Sports
2926,21,Other,East,Jewelry
2927,22,Other,West,Electronics
2928,58,Other,Southeast,Electronics
2929,57,Other,Central,Clothing
2930,21,Male,South,Groceries
2931,65,Female,East,Home
2932,26,Female,Southwest,Clothing
2933,25,Male,South,Books
2934,66,Female,Southwest,Books
2935,47,Female,West,Beauty
2936,26,Male,Northeast,Automotive
2937,29,Female,North,Books
2938,23,Female,Northwest,Electronics
2939,46,Male,Southeast,Toys
2940,46,Female,Southeast,Toys
2941,36,Other,Central,Beauty
2942,52,Male,Northeast,Beauty
2943,44,Male,East,Automotive
2944,26,Male,Northeast,Jewelry
2945,38,Other,Northeast,Toys
2946,20,Other,Northwest,Groceries
2947,49,Male,Southeast,Beauty
2948,18,Female,Southwest,Music
2949,57,Male,Southeast,Books
2950,25,Other,Northeast,Jewelry
2951,19,Female,Southeast,Toys
2952,40,Other,Southwest,Sports
2953,63,Other,West,Books
2954,55,Male,Northeast,Sports
2955,58,Male,Central,Sports
2956,68,Female,Central,Home
2957,52,Other,East,Beauty
2958,65,Female,East,Home
2959,28,Other,North,Music
2960,33,Male,Northwest,Automotive
2961,41,Male,Northeast,Home
2962,46,Other,South,Automotive
2963,30,Female,West,Groceries
2964,70,Male,Southeast,Books
2965,28,Other,Northeast,Electronics
2966,54,Other,Northeast,Electronics
2967,35,Male,West,Groceries
2968,63,Female,Southeast,Groceries
2969,55,Male,West,Jewelry
2970,69,Male,West,Clothing
2971,67,Other,Northeast,Clothing
2972,20,Male,South,Beauty
2973,68,Female,North,Automotive
2974,24,Male,Southwest,Automotive
2975,69,Female,West,Sports
2976,29,Male,Southwest,Clothing
2977,19,Other,East,Beauty
2978,59,Male,East,Clothing
2979,43,Other,Central,Music
2980,34,Other,Central,Sports
2981,44,Female,Northeast,Jewelry
2982,59,Female,Central,Automotive
2983,30,Male,East,Home
2984,41,Other,East,Jewelry
2985,52,Other,West,Books
2986,59,Male,East,Groceries
2987,68,Female,North,Clothing
2988,23,Other,West,Toys
2989,47,Other,Southwest,Electronics
2990,39,Male,Southeast,Groceries
2991,37,Male,Southwest,Jewelry
2992,52,Female,Southeast,Electronics
2993,40,Other,Northeast,Books
2994,43,Other,Southeast,Beauty
2995,42,Female,South,Electronics
2996,63,Female,West,Music
2997,25,Female,Central,Toys
2998,59,Male,Central,Beauty
2999,54,Female,East,Music
3000,45,Male,South,Automotive
3001,58,Female,South,Electronics
3002,66,Other,West,Automotive
3003,32,Other,North,Books
3004,22,Male,North,Sports
3005,35,Other,Northeast,Groceries
3006,36,Female,Southeast,Toys
3007,61,Male,Northwest,Books
3008,39,Male,West,Electronics
3009,36,Female,Northwest,Music
3010,42,Female,Northwest,Beauty
3011,60,Male,Southeast,Automotive
3012,70,Other,South,Electronics
3013,62,Male,North,Groceries
3014,66,Other,South,Sports
3015,65,Other,South,Books
3016,48,Female,North,Electronics
3017,28,Female,Northwest,Toys
3018,40,Female,Southeast,Electronics
3019,62,Female,South,Electronics
3020,18,Male,Central,Music
3021,22,Male,Southeast,Groceries
3022,25,Male,Southeast,Electronics
3023,60,Male,Northwest,Groceries
3024,65,Male,Northeast,Electronics
3025,56,Other,South,Jewelry
3026,39,Female,South,Electronics
3027,39,Female,West,Beauty
3028,56,Male,West,Electronics
3029,40,Male,South,Electronics
3030,25,Other,East,Books
3031,39,Male,Southeast,Home
3032,44,Female,East,Sports
3033,42,Female,Southwest,Books
3034,47,Female,South,Electronics
3035,48,Other,Southwest,Clothing
3036,38,Female,Southeast,Groceries
3037,64,Other,East,Clothing
3038,19,Other,Central,Sports
3039,43,Other,North,Automotive
3040,36,Female,South,Toys
3041,45,Other,North,Sports
3042,21,Female,Central,Electronics
3043,36,Male,Central,Music
3044,32,Male,North,Books
3045,60,Male,Southwest,Electronics
3046,22,Other,South,Books
3047,62,Female,Northwest,Groceries
3048,63,Male,East,Automotive
3049,22,Other,Northeast,Groceries
3050,52,Female,South,Automotive
3051,21,Other,West,Jewelry
3052,38,Female,West,Groceries
3053,43,Male,West,Sports
3054,33,Male,Northeast,Books
3055,57,Male,East,Groceries
3056,52,Other,Northwest,Books
3057,57,Female,East,Electronics
3058,36,Male,Central,Books
3059,30,Female,East,Sports
3060,53,Other,Southwest,Toys
3061,26,Female,East,Clothing
3062,24,Female,Southeast,Home
3063,33,Other,East,Jewelry
3064,58,Female,Northwest,Music
3065,18,Female,East,Beauty
3066,23,Male,South,Clothing
3067,66,Other,East,Toys
3068,30,Other,Southwest,Jewelry
3069,37,Other,Northwest,Sports
3070,28,Other,Northeast,Beauty
3071,66,Other,East,Home
3072,18,Male,North,Beauty
3073,58,Other,West,Sports
3074,33,Other,Central,Jewelry
3075,68,Other,West,Groceries
3076,34,Male,North,Jewelry
3077,23,Other,Northwest,Books
3078,67,Male,Southwest,Beauty
3079,32,Female,Northwest,Electronics
3080,25,Other,East,Electronics
3081,42,Female,East,Toys
3082,49,Female,West,Music
3083,22,Other,West,Groceries
3084,58,Other,North,Jewelry
3085,48,Male,East,Beauty
3086,29,Male,Northwest,Music
3087,19,Other,North,Sports
3088,24,Female,East,Groceries
3089,47,Male,North,Groceries
3090,27,Female,East,Beauty
3091,43,Male,South,Music
3092,61,Male,Northwest,Electronics
3093,23,Other,South,Beauty
3094,41,Female,Northwest,Beauty
3095,62,Female,Central,Home
3096,57,Female,Northeast,Electronics
3097,28,Female,Southeast,Home
3098,57,Female,Southeast,Sports
3099,70,Other,Northwest,Toys
3100,45,Male,Central,Music
3101,35,Female,East,Home
3102,48,Other,West,Beauty
3103,37,Other,Central,Toys
3104,62,Male,Central,Books
3105,60,Other,West,Sports
3106,22,Female,South,Jewelry
3107,66,Other,South,Jewelry
3108,28,Other,Southwest,Sports
3109,57,Female,North,Groceries
3110,27,Female,North,Jewelry
3111,35,Male,East,Clothing
3112,63,Male,Central,Beauty
3113,48,Male,Central,Automotive
3114,53,Other,Northwest,Home
3115,29,Male,Southeast,Toys
3116,67,Other,Northwest,Sports
3117,31,Female,West,Sports
3118,70,Male,Northeast,Electronics
3119,55,Other,West,Toys
3120,25,Male,Northwest,Music
3121,36,Female,Southeast,Jewelry
3122,57,Other,East,Toys
3123,69,Male,Central,Sports
3124,60,Other,Central,Clothing
3125,63,Male,Southeast,Beauty
3126,23,Male,Northeast,Sports
3127,59,Male,Central,Toys
3128,68,Male,South,Jewelry
3129,36,Female,Central,Sports
3130,56,Female,Southwest,Groceries
3131,30,Female,East,Groceries
3132,18,Female,Central,Electronics
3133,29,Female,Northwest,Toys
3134,68,Other,Northeast,Clothing
3135,22,Other,West,Books
3136,59,Male,Southeast,Clothing
3137,67,Male,Southeast,Groceries
3138,61,Other,Central,Electronics
3139,29,Female,West,Toys
3140,36,Other,Central,Groceries
3141,51,Female,East,Books
3142,61,Other,Southeast,Electronics
3143,36,Female,Central,Clothing
3144,40,Other,Northeast,Jewelry
3145,31,Other,Southeast,Electronics
3146,22,Male,South,Music
3147,61,Other,Northwest,Electronics
3148,28,Other,South,Music
3149,29,Male,Southeast,Groceries
3150,35,Female,South,Groceries
3151,18,Other,Northeast,Music
3152,26,Other,Southeast,Groceries
3153,37,Other,West,Automotive
3154,38,Male,South,Sports
3155,33,Other,West,Home
3156,27,Male,Southwest,Music
3157,48,Female,West,Groceries
3158,62,Other,North,Clothing
3159,36,Male,West,Jewelry
3160,36,Other,South,Beauty
3161,20,Female,East,Groceries
3162,69,Female,Southeast,Jewelry
3163,34,Other,East,Toys
3164,49,Female,Southwest,Toys
3165,25,Female,Northeast,Groceries
3166,22,Other,Southeast,Home
3167,18,Male,West,Sports
3168,45,Female,Southeast,Toys
3169,52,Female,North,Beauty
3170,58,Male,Southwest,Jewelry
3171,69,Other,West,Home
3172,24,Male,Northeast,Home
3173,30,Male,North,Groceries
3174,70,Female,Southwest,Clothing
3175,36,Male,South,Books
3176,36,Male,North,Groceries
3177,57,Female,Northeast,Home
3178,33,Male,West,Home
3179,46,Male,Northeast,Clothing
3180,26,Female,West,Music
3181,19,Other,Northeast,Books
3182,53,Male,Central,Beauty
3183,50,Male,Southwest,Beauty
3184,57,Female,Central,Clothing
3185,41,Male,Southeast,Sports
3186,27,Female,Northeast,Books
3187,69,Female,Northwest,Automotive
3188,29,Female,West,Electronics
3189,50,Male,West,Music
3190,35,Female,Southeast,Clothing
3191,28,Male,Southwest,Clothing
3192,53,Female,South,Electronics
3193,20,Other,Northeast,Home
